participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
61345	673099	My husband and I are on a waiting list to give blood.	My husbnd and I are on a waitig list to give blood.	32014296	1472723278329	1472723302450	g	71	24121	-14817	3	NA
61350	673145	He remains a good Fantasy backup when healthy.	He remains a good Fantasy backup when healthy.	32016492	1472723572781	1472723603543	.	190	30762	-9315	3	NA
61350	673206	Wasn't nearly as bad as I thought.	Wasn't nearly as bad as I thougt.	32019291	1472723647643	1472723691506	.	190	43863	-25618	3	NA
61364	673223	South Korea will send two escort destroyers and men for the maneuvers.	South Korea will send two escort destroyers and men for the maneuvers.	32019512	1472723020376	1472723024703	SHIFT	16	4327	-676	3	NA
61634	676553	Rumors have him scheduled to attend at least part of the Pacers' game.	Rumors have him scheduled to attend at least part of the Pacer's game.	32176918	1472728652139	1472728691230	o	79	39091	-21817	3	NA
61648	676347	She is a Baylor graduate and is very nice.	She is a Baylor graduate and is very nice.	32168607	1472728236911	1472728266009	SHIFT	16	29098	-153	3	NA
61682	676461	Provisional constitution will be voted into law by parliament.	Provisional constitution will be voted into law by parliament.	32172491	1472728435005	1472728437945	SHIFT	16	2940	-757	3	NA
61808	677849	Let's have this meeting today or tonight.	Let's have this meeting today or tonight.	32237917	1472730404023	1472730403990	i	73	-33	2	1	TRUE
61851	678297	Need anything from Target?	Need anything from Target?	32259036	1472731207715	1472731227503	SHIFT	16	19788	-10253	3	NA
61851	678302	Please send me an email to let me know.	Please send me an email to let me know.	32259326	1472731218492	1472731237479	.	190	18987	-8066	3	NA
61899	678712	Mochrie remained steady in the face of the upheaval.	Mochrie remained steady in the face of the upheaval.	32280144	1472731887030	1472731891923	NA	32	4893	-892	3	NA
61899	678717	I need your home cell or whatever.	I need your home cell or whatever.	32280408	1472731901907	1472731906320	NA	32	4413	-2547	3	NA
61996	679498	We will forward it to you as soon as we get it.	We will forward it to you as soon as we get it	32317588	1472733238210	1472733230712	g	71	-7498	763	1	TRUE
61996	679511	So you're ignoring me.	So you're ignoring me	32317757	1472733232961	1472733233414	SHIFT	16	453	-5249	3	NA
61996	679562	Provisional constitution will be voted into law by parliament.	Provisional constitution will be voted into law by parliment	32321326	1472733290667	1472733283181	p	80	-7486	968	1	TRUE
61996	679591	He is expected to play when the Browns return to action next week.	He is expected to play the Browns return to action next week	32321697	1472733288507	1472733288829	SHIFT	16	322	-2160	3	NA
61996	679652	Chase back office and their restart plan updates individually.	Chase back office and their restart plan updates individually,	32324720	1472733335709	1472733335781	h	72	72	-5474	3	TRUE
61996	679652	Chase back office and their restart plan updates individually.	Chase back office and their restart plan updates individually,	32324718	1472733342789	1472733335678	SHIFT	16	-7111	82	1	TRUE
61996	679652	Chase back office and their restart plan updates individually.	Chase back office and their restart plan updates individually,	32324719	1472733343147	1472733335693	C	67	-7454	116	1	TRUE
61996	679720	That s all I have to say.	That s all I have to say 	32328358	1472733390978	1472733391355	SHIFT	16	377	-4599	3	NA
62008	679646	In the end, we chose to keep our traditional method.	In the end, we chose to keep our traditional method.	32324641	1472733272791	1472733291164	.	190	18373	-8991	3	NA
62060	680112	I wish he would leave Deerfield alone.	I wish he would leave Deerfield alone.	32347431	1472733683434	1472733718253	.	190	34819	-24202	3	NA
62061	680187	I thought you needed him to carry two people.	I thought you needed him to carry two people.	32350821	1472733735497	1472733752958	.	190	17461	-9005	3	NA
62092	680418	I meant to try and explain, not to redo.	I meant to try and explain, no to redo.	32361584	1472733977277	1472733985030	i	73	7753	-3877	3	NA
62165	680987	Name just one person for each color.	Name just one person for each color.	32388889	1472734721447	1472734734410	a	65	12963	-3694	3	NA
62165	681004	I was a bit rusty but I didn't want to miss the elections back home.	I was a bit rusty but I didn't want to miss the elections back home.	32389887	1472734721488	1472734754257	y	89	32769	-24503	3	NA
62266	682414	I'm pleased with my speeds.	Im pleasd witm my speeds	32454784	1472736018909	1472736067686	m	77	48777	-44794	3	NA
62329	682853	As soon as we are done - we'll give you a call.	As soon as we are done - we'll give you a call.	32475457	1472736360697	1472736380971	NA	83	20274	-17681	3	NA
62329	682877	Jets secondary on Sunday.	Jets secondary on Sunday.	32476908	1472736386112	1472736405354	NA	68	19242	-14154	3	NA
62329	682888	We need to talk about this month.	We need to talk about this month.	32477312	1472736407883	1472736412539	NA	68	4656	-2064	3	NA
62329	682898	Task has to be completed.	Task has to be completed.	32478056	1472736412427	1472736425035	NA	68	12608	-6528	3	NA
62329	682906	Two RAF Hercules transport planes airlifted foreign evacuees.	Two RAF Hercules transport planes airlifted foreign evacuees.	32478713	1472736424923	1472736438636	NA	68	13713	-608	3	NA
62329	682931	Also, regarding the cash flow from Canada.	Also, regarding the cash flow from Canada.	32479362	1472736438540	1472736450732	NA	68	12192	-6786	3	NA
62329	682958	Has it been mentioned yet?	Has it been mentioned yet?	32480811	1472736457116	1472736481373	NA	68	24257	-14801	3	NA
62378	683393	Can you do the Gallup contracts as well?	Can you do the Gallup contacts as well?	32502606	1472736891440	1472736925709	?	191	34269	-26512	3	NA
62378	683418	Please pass along my thanks, though.	Please pass along my thank, though.	32504161	1472736901200	1472736950172	.	190	48972	-40701	3	NA
62463	684383	OK I thought it was in Washington state.	OK I thought it was in Washington state.	32547861	1472723261160	1472723278800	SHIFT	16	17640	-14416	3	NA
62543	685200	I don't have the distraction of taking care of Mimi.	I don't have the distraction of taking care of Mimi.	32587485	1472738229927	1472738252988	.	190	23061	-12098	3	NA
62588	685587	I'll just have her call Tracy.	I'll just have her call Tracy.	32606629	1472738581918	1472738599541	.	190	17623	-9352	3	NA
62588	685672	The matter was still being investigated.	The matter was still being investigated.	32611020	1472738629075	1472738661587	.	190	32512	-21670	3	NA
62631	686169	He said the operating theatres were barely functioning.	He said the operating theatres were barely functioning.	32635290	1472739105096	1472739132736	a	255	27640	-15707	3	NA
62671	686468	He is already on the job and hard at work on the issues before us.	He is already on the job and hard at work on the issues before us.	32650496	1472739401932	1472739445428	f	70	43496	-24280	3	NA
62703	686722	I am having problems reconciling with Theresa's invoices.	I am having problems reconciling the Theresa's invoices.	32661722	1472739699496	1472739699768	SHIFT	16	272	-2072	3	NA
62703	686768	I think we should put a number on the table.	I think we should put a number on the table.	32663801	1472739754744	1472739749506	e	69	-5238	96	1	TRUE
62703	686776	I'm in Stan's office.	I'm in the Stan's office.	32663969	1472739751314	1472739751810	SHIFT	16	496	-3430	3	NA
62768	687229	We talked quietly while everybody gathered.	We talked quietly while everybody gathered.	32685127	1472740228592	1472740269095	.	190	40503	-27086	3	NA
62835	687835	The former minister is accused of receiving seven billion lira.	The former minister is accused of receiving seven billion lira.	32711962	1472740367671	1472740376119	NA	83	8448	-1208	3	NA
62835	687859	He has developed a good on-field relationship with QB Brad Johnson.	He has develpoed a good on-field relationship with QB Brad Johnson.	32712963	1472740383735	1472740393094	NA	83	9359	-4968	3	NA
62835	687896	We controlled the race from the start and I'm satisfied.	We controlled the race from the start and i'm satisfied.	32715098	1472740413038	1472740437805	NA	83	24767	-10936	3	NA
62835	687927	I can fill you in on more details later.	I can fill you in on more details later.	32716289	1472740443533	1472740467724	NA	83	24191	-11664	3	NA
62835	687935	Benjamin Gay and Jamel White shared carries in his place.	Benjamin Gay and Jamel shared carries in his place.	32716867	1472740467564	1472740484380	NA	83	16816	-1544	3	NA
62835	687957	I spoke with Lara Robinson this morning.	I spoke with Lara Robinson this morning.	32717365	1472740489964	1472740496740	NA	83	6776	-2536	3	NA
62835	687975	What is the status of the Pemex discussions?	What is the status of the Pemex discussions?	32718498	1472740512195	1472740520491	NA	83	8296	-1632	3	NA
62835	688007	Doctors gave him 10 years to live at most.	Doctors gave him 10 years to live at most.	32719749	1472740532210	1472740548274	NA	83	16064	-12280	3	NA
62835	688021	Can you try this again?	Can you try this again?	32720569	1472740556778	1472740565770	NA	83	8992	-1640	3	NA
62907	688487	We can work around these plans if you prefer.	We can work around these plans if you prefer.	32741801	1472741288403	1472741290343	SHIFT	16	1940	-117	3	NA
62920	688755	If the Penskes have any luck at all, they could be unstoppable.	If the Pensakes have any luck at all, they could be unstoppable.	32754987	1472741547397	1472741590085	.	190	42688	-25065	3	NA
62944	688979	Maybe traffic will be light on Thursday.	Maybe traffic will be light on Thursday.	32764649	1472741845013	1472741862496	o	70	17483	-9337	3	NA
62944	688999	The only other potential office is EOTT.	THe only other pitential office is EOTT.	32766006	1472741862559	1472741885631	f	70	23072	-8546	3	NA
62999	689610	I have other things to worry about!	I have other things to worry about!	32793230	1472742410667	1472742412571	SHIFT	16	1904	-81	3	NA
63104	690550	The artist assures me it is a turkey.	The artist assures me it is a turkey.	32837851	1472743252860	1472743257059	CAPS_LOCK	20	4199	-311	3	NA
63330	692777	If lunch doesn't work then how about coffee?	If lunch doesn't work then how about coffee?	32941247	1472744867015	1472744893583	?	191	26568	-15536	3	NA
63590	695654	Have a great day!	Have a great day!	33076700	1472746815016	1472746817203	SHIFT	16	2187	-80	3	NA
63594	695499	I didn't think we had it.	I didn't think we had it.	33069602	1472746741304	1472746746553	NA	32	5249	-662	3	NA
63594	695513	One would have thought I'd have this down pat by now.	One would have thought I'd have this down pat by now. 	33070411	1472746750060	1472746756231	NA	32	6171	-721	3	NA
63600	695612	Leaks have indicated that Clinton has narrowed his choice.	Leaks have indicated that Clinton has narrowed his choice. 	33075736	1472746848965	1472746847704	.	190	-1261	299	1	TRUE
63600	695806	Please let me know if there is any way that I can help you.	Please let me know if there is any way that I can help you.	33083791	1472746967041	1472746966554	a	65	-487	35	1	TRUE
63670	696250	Megan, I'm a little too quick for myself.	Megan, I'm a little too quick for myself.	33105025	1472747173015	1472747201743	.	190	28728	-25000	3	NA
63670	696448	Have a great trip.	Have a great trip.	33114439	1472747272279	1472747308023	.	190	35744	-29736	3	NA
63704	696555	This quarter they are reported separately.	This quarter they are reported separately.	33119840	1472747331727	1472747369428	.	190	37701	-28114	3	NA
63705	696421	World Cup fans at Stanford Stadium are almost certain to be fenced in.	World Cup fans at Stanford Stadium are almost certain to be fenced in.	33112641	1472747339552	1472747339978	SHIFT	16	426	-2453	3	NA
63705	696510	Will give you more shortly.	Will give you more shortly.	33117160	1472747387305	1472747387414	e	69	109	-1670	3	NA
63705	696528	Wang urged the international community not to forget the prisoners.	Wang urged the international community not to forget the prisoners.	33117765	1472747393471	1472747394614	SHIFT	16	1143	-898	3	NA
63705	696619	Mike Anderson will retain the starting job for now.	Mike Anderson will retain the starting job for now.	33122612	1472747440013	1472747440088	BKSP	8	75	-3531	3	TRUE
63705	696619	Mike Anderson will retain the starting job for now.	Mike Anderson will retain the starting job for now.	33122620	1472747446873	1472747440254	SHIFT	16	-6619	20	1	TRUE
63705	696701	Please call me if you have any questions.	Please call me if you have any questions.	33126985	1472747499884	1472747492534	.	190	-7350	280	1	TRUE
63705	696719	Referring to his meeting in Washington with US President Bill Clinton.	Referring to his meeting in Washington with US President Bill Clinton.	33127163	1472747494679	1472747495157	SHIFT	16	478	-5205	3	NA
63705	696779	The hospital was hit by electricity cuts.	The hospital was hit by electricity cuts.	33130003	1472747552528	1472747545266	BKSP	8	-7262	319	1	TRUE
